등록일시,부서명,사용자구분,상세조회URL,서비스ID,서비스명,서비스목적요약,서비스분야,선정기준,소관기관명,소관기관유형,소관기관코드,수정일시,신청기한,신청방법,전화문의,접수기관,조회수,지원내용,지원대상,지원유형,JA0110,JA0111,JA0201,JA0202,JA0203,JA0204,JA0205,JA0404,JA0403,JA0326,JA0327,JA0328
20210923123456,여성가족과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000197,427000000197,다자녀가정 교육비 지원," 다자녀(두자녀이상)가정의 대학생에게 대학등록금 지원
- 1인 1회 100만원 한도 내 ",보육·교육,,강원특별자치도 영월군,시군구,4271000,20260122145938,상시신청,방문신청,여성가족과/033-370-2684,,1522,"○ 다자녀(두자녀이상)가정의 대학생에게 출생순위 관계없이 대학등록금 지원 
   - 1인 1회 100만원 한도 내 지원
   - 타 지원과 중복지원 불가
   - 소득 무관
   - 부 또는 모와 대학생자녀가 6개월전부터 영월군에 주소지를 두고 거주","○ 다자녀가정(두자녀이상)의 대학생
 - 출생순위에 관계없이 첫째부터 모두 신청 가능",현금,18.0,120.0,Y,Y,Y,Y,Y,,,,,
20210923123456,농업축산과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000198,427000000198,토종돼지 출하장려금 지원,토종돼지 사육농가에 출하시 장려금 지원,농림축산어업,,강원특별자치도 영월군,시군구,4271000,20260127091727,1월 중,방문신청,농업축산과/033-370-7829,,437,출하(도축) 1두당 출하 장려금 100천원 지원,○ 토종돼지 사육농가,현금,18.0,120.0,Y,Y,Y,Y,Y,Y,Y,,,
20210923123456,산림정원과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000199,427000000199,버섯생산성향상지원,"표고버섯 재배임가에 배지, 톱밥 구입 지원",농림축산어업,,강원특별자치도 영월군,시군구,4271000,20260202142714,상시신청,방문신청,산림정원과/033-370-2904,,488,"○ 표고버섯 배지, 톱밥 구입 지원",○ 표고버섯 재배 임가,현물,19.0,120.0,Y,Y,Y,Y,Y,Y,Y,,,
20210923123456,소득지원과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000200,427000000200,원예작물 품질향상 지원,농업인 등에게 친환경 농자재 지원,농림축산어업,,강원특별자치도 영월군,시군구,4271000,20260202142104,매년도 1월 신청,방문신청,소득지원과/033-370-7863,,516,○ 친환경 농자재 지원,○ 영월군민 및 농업경영체 등록 농업인,현물,19.0,120.0,Y,Y,Y,Y,Y,Y,Y,,,
20210923123456,농업축산과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000202,427000000202,축산 환경개선제 지원,한우 사육농가에 환경개선제 지원,농림축산어업,,강원특별자치도 영월군,시군구,4271000,20260127091812,1월 중,방문신청,농업축산과/033-370-7829,,427,○ 환경개선제(가축분뇨 부숙촉진제) 지원,○ 한우 사육농가,현물,18.0,120.0,Y,Y,Y,Y,Y,Y,Y,,,
20210923123456,소득지원과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000204,427000000204,시설하우스 ICT 보급,농업인 등에게 시설하우스 ICT 시설 지원,농림축산어업,,강원특별자치도 영월군,시군구,4271000,20260202142053,매년도 1월 신청,방문신청,농업기술센터 소득지원과 원예작물/033-370-7864,,477,○ 시설하우스 ICT 시설 지원,○ 영월군민 및 농업경영체 등록 농업인,기타,19.0,120.0,Y,Y,Y,Y,Y,Y,Y,,,
20210923123456,농업축산과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000206,427000000206,"양봉산업 육성(기자재, 저항성 토종벌) 지원",양봉농가에 기자재 및 저항성 토종벌 구입 지원,농림축산어업,,강원특별자치도 영월군,시군구,4271000,20260127091827,1월 중,방문신청,농업축산과/033-370-7828,,516,○ 양봉농가 기자재 및 저항성 토종벌 구입 지원,"○ 기자재(농업경영체등록 후 사육경력 1년 이상) 저항성 토종벌(신청일 현재 토봉 10군이상 보유 농가, 사육경력 5년 이상)",현물,18.0,120.0,Y,Y,Y,Y,Y,Y,Y,,,
20210923123456,건강증진과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000207,427000000207,출산·입양장려금 지원,출산가정에 출산장려금 지급,임신·출산,,강원특별자치도 영월군,시군구,4271000,20260123162951,상시신청,방문신청,영월군보건소 모자보건팀/033-370-5452||영월군보건소 모자보건팀/033-370-5451,,1019,"○ 출생순위별 출산장려금(현금) 지급
 - 첫째아 100만원, 둘째아 300만원, 셋째아 이상 1,000만원 (※ 2년간 50% 분할지급)","○ 영월군에 출생신고 된 신생아 및 입양아동의 부모가 출산·입양일 기준으로 6개월 전부터 영월군에 주민등록을 두고, 지원일 현재 영월군에 계속 거주하는 사람
○ 다만, 출산·입양일 기준으로 거주기간 6개월 미만인 경우, 부모 거주기간 6개월 충족 후 지급",현금,18.0,44.0,Y,Y,Y,Y,Y,Y,Y,,,
20210923123456,여성가족과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000208,427000000208,누리과정 아동 특별활동비 지원,누리과정 아동의 특별활동비 지원,보육·교육,,강원특별자치도 영월군,시군구,4271000,20260122145213,매월(3월 ~12월),직접입력,여성가족과/033-370-2683,,690,○ 어린이집/사립유치원 누리과정(3~5세)아동 특별활동비 지원(월 8만원),○ 누리과정아동,현금,3.0,5.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
20210923123456,경제과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000209,427000000209,지역화폐(영월군),주민에게 결제금액의 6~10%를 인센티브로 지급하는 지역화폐,행정·안전,,강원특별자치도 영월군,시군구,4271000,20260127113755,상시신청,방문신청,경제과 지역경제팀/033-370-2751||고객센터/1811-6663,,1115,"○ 대상 : 영월군 지역화폐 사용자

○ 지원 : 결제금액의 6%~10% 인센티브 지원",○ 관내 주민,이용권,14.0,120.0,Y,Y,Y,Y,Y,,,,,
20210923123456,소득지원과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000210,427000000210,생분해성 멀칭필름 지원,밭작물 재배농가에 환경친화적 멀칭비닐 지원,농림축산어업,,강원특별자치도 영월군,시군구,4271000,20260202141149,매년1월신청,방문신청,소득지원과/033-370-7853,,489,○ 밭작물 재배농가에  환경친화적(생분해성) 멀칭비닐 지원,○ 밭작물 재배농가중 환경친화적 멀칭비닐 구입 희망농가,현물,18.0,120.0,Y,Y,Y,Y,Y,Y,Y,,,
20210923123456,주민복지과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000211,427000000211,국가보훈대상자수당,"국가보훈대상자 및 유족 등에게 사망위로금, 명예수당 등 지원",생활안정,,강원특별자치도 영월군,시군구,4271000,20260128171052,상시신청,방문신청,주민복지과/033-370-2611,,764,"○ 사망위로금 : 국가보훈대상자 및 참전유공자의 사망 시 300,000원 지원

○ 참전명예수당 : 만 65세 이상의 참전유공자에게 월 350,000원 지원

○ 보훈영예수당 : 국가보훈대상자에게 월 300,000원 지원","○ 사망위로금 : 사망한 국가보훈대상자 및 참전유공자의 유가족 또는 관계인

○ 참전명예수당 :  65세 이상의 6.25전쟁 및 월남전쟁에 참전하고 전역한 유공자

○ 보훈영예수당 : 1. 순국선열, 애국지사, 6.25참전 재일학도의용군인
 - 전상군경, 공상군경, 공상공무원, 4.19혁명부상자, 4.19혁명공로자, 4.19혁명특별공로상이자
 - 무공수훈자, 특수임무유공자, 6.18자유상이자
 - 특별공로자, 특별공로상이자, 5.18민주화운동부상자, 5.18민주화운동희생자
 - 전몰군경, 순직군경, 4.19혁명사망자, 특별공로순직자, 5.18민주화운동사망자, 특수임무사망자    및 행불자, 순직공무원, 특별공로순직자의 유족 중 선순위자 1명
 - 보국수훈자, 재해부상군경, 재해부상공무원",현금,0.0,120.0,Y,Y,Y,Y,Y,Y,Y,,,
20210923123456,소득지원과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000212,427000000212,산채류 생산기반 조성사업,산채 재배농업인 대상 관수시설 및 냉동고 등 지원,농림축산어업,,강원특별자치도 영월군,시군구,4271000,20260202142040,매년1월신청,방문신청,소득지원과/033-370-7862,,476,○ 산채류 관수시설 및 냉동고 등 지원,○ 영월군민 및 농업경영체 등록된 중 산채 재배 농업인,기타,19.0,120.0,Y,Y,Y,Y,Y,Y,Y,,,
20210923123456,소득지원과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000213,427000000213,생강 재배기반 조성 지원,농업인 등에게 생강 종구 지원,농림축산어업,,강원특별자치도 영월군,시군구,4271000,20260202142021,상시신청,방문신청,소득지원과/033-370-7863,,498,○ 생강 종구 지원,○ 영월군민 및 농업경영체 등록 농업인,기타,19.0,120.0,Y,Y,Y,Y,Y,Y,Y,,,
20210923123456,소득지원과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000214,427000000214,시설하우스 연작장해 개선 지원,농업인 등에게 토양 소독제 지원,농림축산어업,,강원특별자치도 영월군,시군구,4271000,20260202142031,매년도 1월 신청,방문신청,소득지원과/033-370-7864,,445,○ 토양 소독제 지원,○ 영월군민 및 농업경영체 등록 농업인,현물,19.0,120.0,Y,Y,Y,Y,Y,Y,Y,,,
20210923123456,경제과,소상공인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000215,427000000215,착한가격업소 인센티브 지원,착한가격지정업소의 소상공인에게 인센티브 지원,고용·창업,,강원특별자치도 영월군,시군구,4271000,20260127113742,상시신청,방문신청,경제과 지역경제팀/033-370-2756,,760,"○ 대상 : 관내 착한가격지정업소

○ 지원 : 인센티브 최대 300만원 지원",○ 착한가격업소로 지정된 업소,현금,,,,,,,,,,,,
20210923123456,소득지원과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000217,427000000217,친환경 원예작물 천적활용 방제 지원,무농약인증을 받은 원예작물 재배농가에 해충방제용 천적 구입비 지원,농림축산어업,,강원특별자치도 영월군,시군구,4271000,20260202141742,상시신청,방문신청,소득지원과/033-370-7855,,504,○ 친환경 인증을 받은 시설원예작물 재배농가에 해충 방제를 위한 천적 구입비 지원,"○ 무농약인증, 유기농인증을 받은 시설원예작물 재배농가",현물,18.0,120.0,Y,Y,Y,Y,Y,Y,Y,,,
20210923123456,여성가족과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000218,427000000218,기미아 보호 지원,"보호자와 이탈한 아동을 위해 급식비, 피복비 등 긴급 서비스 지원",생활안정,,강원특별자치도 영월군,시군구,4271000,20260122145457,상시신청,방문신청,여성가족과/033-370-2692,,575,"○ 아동이 보호자와의 이탈로 인하여 긴급하게 필요한 서비스 지원(급식비, 피복비 등)",○ 보호자와 이탈한 0세~18세의 아동 2명 / 1회성으로 지원,현금,0.0,18.0,Y,Y,Y,Y,Y,,,,,
20210923123456,건강증진과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000219,427000000219,풍진검사 지원,가임기여성 및 임산부 산전검사 및 풍진검사 지원,임신·출산,,강원특별자치도 영월군,시군구,4271000,20260122130150,상시신청,방문신청,영월군 보건소 모자보건실/033-370-5453,,607,○ 가임기여성 및 임산부 산전검사 및 풍진검사 지원,○ 관내 주민등록을 둔 가임기 여성 및 임산부,서비스(의료),18.0,44.0,Y,Y,Y,Y,Y,Y,Y,,,
20210923123456,소득지원과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000220,427000000220,대형농기계 급유탱크 지원사업,농업인에게 농업용 주유장비 지원,농림축산어업,,강원특별자치도 영월군,시군구,4271000,20260222203241,매년 1월초,방문신청,소득지원과/033-370-7844,,481,○ 농업경영체 농업인에게 농업용 주유장비 지원,○ 농업경영체 등록 농업인,현물,19.0,120.0,Y,Y,Y,Y,Y,Y,Y,,,
20210923123456,전략산업과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000224,427000000224,지역주도형 청년일자리사업 문화비 지원,청년일자리사업 참여 청년에게 문화비 지원,고용·창업,,강원특별자치도 영월군,시군구,4271000,20260202142254,상시신청,방문신청,전략산업과/033-370-2732,,1473,○ 청년문화비 지원(지역화폐),○ 지역주도형 청년일자리사업 1유형 참여 청년,서비스(일자리),19.0,34.0,Y,Y,Y,Y,Y,Y,Y,,Y,
20210923123456,농업축산과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000225,427000000225,반려동물 등록제 지원,동물등록 수수료 지원,행정·안전,,강원특별자치도 영월군,시군구,4271000,20260123164520,상시신청,신청불필요,농업축산과/033-370-7834,,942,○ 반려동물 등록 대행업체 또는 동물병원에 등록 수수료 지원,○ 반려동물 등록 대행업체 또는 동물병원,서비스(의료),0.0,120.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
20210923123456,자원육성과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000227,427000000227,가업승계농 영농기반조성 지원,가업승계농에게 농기자재 및 시설 지원,농림축산어업,,강원특별자치도 영월군,시군구,4271000,20260202144804,매년 초,방문신청,자원육성과/033-370-7875,,450,"○ 승계농의 안정적인 영농기반 조성을 위한 농기자재 및 시설 지원(1개소 보조 28,000천원, 자부담 12,000천원)","○ 만 20세 이상~만 50세 미만, 승계 후 영농경력 3년 이상(독립경영체 必)",기타,20.0,39.0,Y,Y,Y,Y,Y,Y,Y,,,
20210923123456,농식품유통사업단,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000228,427000000228,주요 농산물 생산원가보장 지원,"홍고추, 콩, 토마토  재배농가에 생산원가 보장 지원",생활안정,,강원특별자치도 영월군,시군구,4271000,20260126084929,상시신청,방문신청,농식품유통사업단/033-370-7934,,645,"○ 홍고추, 콩, 토마토  가격이 생산원가 이하로 하락하는 경우 차액 지원","○ 지역농협과 계약 또는 약정한 홍고추, 콩, 토마토 재배농가",현금,18.0,120.0,Y,Y,Y,Y,Y,Y,Y,,,
20210923123456,주민복지과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000229,427000000229,저소득 재가노인 급식,결식 우려가 있는 노인에게 도시락 지원,보호·돌봄,,강원특별자치도 영월군,시군구,4271000,20260202155923,상시신청,방문신청,영월군청 주민가족과/033-370-2635||영월읍 맞춤형복지팀/033-370-4721||상동읍 맞춤형복지팀/033-370-4766||산솔면 맞춤형복지팀/033-370-4796||김삿갓면 맞춤형복지팀/033-370-4826||북면 맞춤형복지팀/033-370-4856||남면 맞춤형복지팀/033-370-4886||한반도면 맞춤형복지팀/033-370-4916||주천면 맞춤형복지팀/033-370-4956||무릉도원면 맞춤형복지팀/033-370-4986,,675,○ 결식 우려가 있는 독거어르신을 위한 도시락 지원,○ 결식 우려가 있는 노인,현금(감면),65.0,120.0,Y,,,,,Y,Y,Y,Y,Y
20210923123456,자원육성과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000230,427000000230,여성농업인 농작업 편이장비 지원,여성농업인을 위해 농작업 편이장비 구입 지원,생활안정,,강원특별자치도 영월군,시군구,4271000,20260202144711,매년 초,방문신청,자원육성과/033-370-7874,,554,"○ 농산물 운반대, 소포장기 등 농작업 편이장비 지원, 농가당 10만원~300만원(50% 보조)",○ 관내 거주 여성농업인('22.12.31.이전 농업경영체 등록 必),현물,19.0,120.0,Y,Y,Y,Y,Y,Y,Y,,,
20210923123456,환경위생과,개인||소상공인||법인/시설/단체,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000235,427000000235,모범음식점 인센티브 지원,모범업소로 지정된 음식점에 상수도 사용요금 (지하수 수질검사비) 및 종량제 봉투지원,고용·창업,,강원특별자치도 영월군,시군구,4271000,20260128175405,하반기(모범음식점 신청업소 모집공고),방문신청,환경위생과/033-370-2392,,666,"○ 상수도 사용요금 및 지하수 수질검사 비용 지원
 - 지원금액 : 매 분기별 상수도요금(월 징수요금의 30%, 월 20만원 한도) 및 지하수 수질검사 비용(매년)
 ※ 매 분기 기준 상수도 요금 체납액이 없는 업소
 - 지원방법 : 매 분기 익 월말 계좌이체

○ 쓰레기 종량제 봉투(50L기준) 지원
 - 지원수량 : 업소별 월 20매
 - 지원방법 : 업소 방문배부",○ 관내 일반음식점 중 모범업소로 지정된 음식점,현금(감면)||현물,,,,,,,,,,,,
20210923123456,주민복지과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000236,427000000236,어려운 가구 지원,"ㅇ저소득, 진규폐 환자 가구 등에게 명절 위문품 지원
ㅇ혹서기 동절기 취약계층 지원",생활안정,,강원특별자치도 영월군,시군구,4271000,20260202155608,읍면 및 단체 일괄 추천,신청불필요,주민복지과/033-370-2611,,1047,"○ 영월군 사회복지시설, 보훈단체, 진규폐환자, 저소득가구 등 설, 추석명절 위문품 지원
○ 혹서기 폭염 및 동절기 한파 취약계층 지원","○ 기초수급 및 차상위, 보훈단체 및 진규폐환자, 독거노인, 저소득 장애인, 기타 저소득가구",현물,0.0,120.0,Y,Y,,,,Y,Y,Y,Y,Y
20210923123456,경제과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000237,427000000237,영월군 LPG소형저장탱크 지원,도시가스 미공급 지역 가구에 LPG소형저장탱크 설치 비용 지원,행정·안전,,강원특별자치도 영월군,시군구,4271000,20260130174612,지원사업 공고일,방문신청,경제과 에너지팀/033-370-2789,,792,"○ 대상 : 도시가스 미공급 지역 가구

○ 지원 : LPG소형저장탱크 설치 비용 최대 200만원 지원","○ 도시가스 미공급 지역 가구

○ 영월군민",현금,19.0,120.0,Y,Y,Y,Y,Y,,,,,
20210923123456,소득지원과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000238,427000000238,쌀전업농 농기계 지원,쌀전업농가에 농기계 구입비 지원,농림축산어업,,강원특별자치도 영월군,시군구,4271000,20260202141854,매년1월신청,방문신청,소득지원과/033-370-7852,,446,○ 쌀전업농가에게 인력부족 해소를 위해 농기계 구입비 지원,○ (사)쌀전업농 영월군연합회원,현금,18.0,120.0,Y,Y,Y,Y,Y,Y,Y,,,
20210923123456,경제과,소상공인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000239,427000000239,소상공인 경영환경 개선지원,소상공인 경영환경 개선 사업 지원,고용·창업,,강원특별자치도 영월군,시군구,4271000,20260130111936,2026. 1~2월 중 공고예정,방문신청,경제과/033-370-2754,,642,"○ 대상 : 관내소상공인

○ 지원 : 경영환경 개선 최대 800만원 지원 (총사업비의 80%범위  이내)
                - 홍보물제작 : 포장박스, 홍보지, 상품안내서 등 
               - 점포 경영환경 개선 : 소규모 리모델링,간판교체 등
               - 안전위생 지원 : CCTV 설치, 소독기, 살균시, 식기세척기 등 
              - 스마트화 지원 : POS기기, 키오스크, 테이블오더 등","○ 소상공인(중소기업기본법에 따른 소기업중 100대 생활업종 중 접갤밀접업종)
    - 최근 1년이상 영월군 주민등록되어있고, 해당사업 1년이상 계속 영위하였으며, 향후 3년이상 해당 업종 운영예정인 사업자
   - 우선순위자 : 관내 거주기간, 사업영위기간 등",현금,,,,,,,,,,,,
20210923123456,건강증진과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000242,427000000242,산후(산모·신생아)건강관리비 지원,출산가정에 산후조리비용 지급,임신·출산,,강원특별자치도 영월군,시군구,4271000,20260123162831,상시신청,방문신청,영월군보건소 모자보건팀/033-370-5454||영월군보건소 모자보건팀/033-370-5451,,935,"○ 영월군 공공산후조리원 이용(영월군 공공산후조리원 설치 및 운영 등에 관한 조례에 따른 이용료 감면) : 산후건강관리비 미지급

○ 영월군 공공산후조리원 미이용 
 : 산후건강관리비(출산가정에 100만원) 지급","○ 영월군에 출생신고 된 신생아 및 입양아동의 부모가 출산·입양일 기준으로 6개월 전부터 영월군에 주민등록을 두고, 지원일 현재 영월군에 계속 거주하는 사람
○ 다만, 출산·입양일 기준으로 거주기간 6개월 미만인 경우, 부모 거주기간 6개월 충족 후 지급",현금,18.0,44.0,Y,Y,Y,Y,Y,Y,Y,,,
20210923123456,소득지원과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000243,427000000243,소규모 다목적 비닐하우스 지원,농업인 등에게 소규모 단동 하우스 지원,농림축산어업,,강원특별자치도 영월군,시군구,4271000,20260202141926,매년도 1월 신청,방문신청,농업기술센터 소득지원과 원예작물/033-370-7864,,595,○ 소규모 단동 하우스 지원,○ 영월군민 및 농업경영체 등록 농업인,기타,19.0,120.0,Y,Y,Y,Y,Y,Y,Y,,,
20210923123456,주민복지과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000245,427000000245,화장장 사용료 지원,화장으로 장사를 치른 유족에게 화장장 사용료 지원,행정·안전,,강원특별자치도 영월군,시군구,4271000,20260202155811,상시신청,방문신청,영월군청 주민복지과/033-370-2633||영월읍 맞춤형복지팀/033-370-4721||상동읍 맞춤형복지팀/033-370-4766||산솔면 맞춤형복지팀/033-370-4796||김삿갓면 맞춤형복지팀/033-370-4826||북면 맞춤형복지팀/033-370-4856||남면 맞춤형복지팀/033-370-4886||한반도면 맞춤형복지팀/033-370-4916||주천면 맞춤형복지팀/033-370-4956||무릉도원면 맞춤형복지팀/033-370-4986,,739,○ 화장장 사용료 지원,"○ 영월군에 1년 이상 주민등록이 되어 있는 사람이 사망하여 화장으로 장사를 치른 유족
○ 영월군에 1년 이상 주민등록이 되어 있는 유족이 관내에 설치된 분묘를 개장하여 화장한 경우",현금,19.0,120.0,Y,Y,Y,Y,Y,,,,,
20210923123456,보건정책과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000246,427000000246,장기 등 기증 사망자 사망위로금 지급,장기 등 기증 사망자를 위한 사망위로금 지원,생활안정,,강원특별자치도 영월군,시군구,4271000,20260126095439,상시신청,방문신청,보건소/033-370-5323,,701,○ 장기 등 기증 사망자 사망위로금 지급,"○ 장기등 기증사망자의 배우자, 직계존비속, 형제자매 등의 유족",현금,19.0,120.0,Y,Y,Y,Y,Y,,,,,
20210923123456,주민복지과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000247,427000000247,참전유공자 배우자수당,사망한 참전유공자의 배우자에게 배우자수당 지원,생활안정,,강원특별자치도 영월군,시군구,4271000,20260128171203,상시신청,방문신청,주민복지과/033-370-2611,,690,"○ 사망한 참전유공자의 배우자에게 월 200,000원 지원",○ 6.25전쟁 및 월남전쟁에 참전하고 사망한 참전유공자의 배우자,현금,60.0,120.0,Y,Y,Y,Y,Y,Y,Y,,,
20210923123456,농업축산과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000248,427000000248,양봉산업 육성(화분) 지원,양봉농가 등에 유채화분 구입 지원,농림축산어업,,강원특별자치도 영월군,시군구,4271000,20260127091838,1월 중,방문신청,농업축산과/033-370-7828,,424,○ 양봉농가 유채화분 구입 지원,○ 양봉농가 등록 농가 또는 경영체등록 후 사육경력 1년 이상,현물,19.0,120.0,Y,Y,Y,Y,Y,Y,Y,,,
20210923123456,소득지원과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000249,427000000249,친환경 퇴비조성 수피 지원,농업인에게 친환경퇴비조성 수피 지원,농림축산어업,,강원특별자치도 영월군,시군구,4271000,20260202141915,매년 1월초,방문신청,소득지원과/033-370-7842,,453,○ 농업경영체 농업인에게 친환경퇴비조성 수피 지원,○ 농업경영체 등록 농업인,기타,19.0,120.0,Y,Y,Y,Y,Y,Y,Y,,,
20210923123456,주민복지과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000250,427000000250,저소득 주민 국민건강보험료 지원,저소득 주민에게 국민건강보험료 지원,보건·의료,,강원특별자치도 영월군,시군구,4271000,20260202154741,건강보험공단 매월 명단 추출 통보,신청불필요,주민복지과/033-370-2606,,568,○ 영월군에 주소를 둔 국민건강보험공단 지역가입자로서 건강보험료 부과금액이 “최저보험료 이하”인 65세 이상 노인세대 건강보험료 지원,"○ 건강보험료 부과금액이 ""최저보험료 이하""인 65세 이상 노인세대",현금(보험),65.0,120.0,Y,,,,,Y,Y,Y,Y,Y
20210923123456,소득지원과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000251,427000000251,인력절감형 방제호스릴 지원,농업인에게 인력절감형 방제호스릴 지원,농림축산어업,,강원특별자치도 영월군,시군구,4271000,20260202141057,매년 1월초,방문신청,소득지원과 농산지원팀/033-370-7843,,459,"○ 인력절감형 방제호스릴 지원, 1대 200만원(보조 100만원, 자부담 100만원)",○ 관내 농업인(영농규모 0.5ha이상),현금,19.0,120.0,Y,Y,Y,Y,Y,Y,Y,,,
20210923123456,여성가족과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000252,427000000252,가정위탁아동 지원,"가정위탁아동을 위해 심리치료비, 양육보조금 등 지원",보육·교육,,강원특별자치도 영월군,시군구,4271000,20260122145516,상시신청,방문신청,여성가족과/033-370-2692,,721,"○ 가정위탁아동 심리치료비, 가정위탁아동 양육보조금, 가정위탁아동 아동용품구입비, 가정위탁아동 입학생 학용품비","○ 가정위탁 아동으로 책정된 아동(만18세 미만, 보호연장 가능)",현금||현물,0.0,17.0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
20220126112728,소득지원과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000257,427000000257,찰옥수수 명품화,옥수수 생산에 필요한 종자 및 농자재 지원,농림축산어업,,강원특별자치도 영월군,시군구,4271000,20260202141259,매년 1월,정부24온라인신청||방문신청,소득지원과 식량작물/033-370-7854,,454,옥수수 생산에 필요한 종자 및 농자재 지원,옥수수 재배 단지,현물,18.0,120.0,Y,Y,Y,Y,Y,Y,Y,,,
20220210151320,소득지원과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000258,427000000258,버섯 생산성 향상 지원사업,버섯 재배 원료 및 접종 배지 지원,농림축산어업,,강원특별자치도 영월군,시군구,4271000,20260202142214,매년 1월초,방문신청,소득지원과/033-370-7868,,540,버섯 재배 원료 및 접종 배지 지원,버섯 재배 농업경영체,현물,0.0,120.0,Y,Y,Y,Y,Y,Y,Y,,,
20220210151705,소득지원과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000259,427000000259,명품과원 기반조성 사업,과원 기반조성 지원(묘목 및 시설 지원),농림축산어업,,강원특별자치도 영월군,시군구,4271000,20260202142205,매년1월신청,방문신청,농업기술센터 소득지원과/033-370-7869,,464,과원 기반조성 지원(묘목 및 시설 지원),영월관내 거주 농업경영체,현물,,,Y,Y,Y,Y,Y,Y,Y,,,
20220210152436,소득지원과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000260,427000000260,과수 품질향상 지원,과수 전용 기자재 구입 지원,생활안정,,강원특별자치도 영월군,시군구,4271000,20260202141653,매년 1월,방문신청,소득지원과/033-370-7867,,249,과수 전용 기자재 구입 지원,과수 재배 농업경영체,현금,0.0,120.0,Y,Y,Y,Y,Y,Y,Y,,,
20220210153404,소득지원과,개인,https://www.gov.kr/portal/rcvfvrSvc/dtlEx/427000000262,427000000262,과수 전용 방제기 지원,과수 전용 방제기(SS방제기) 지원,농림축산어업,,강원특별자치도 영월군,시군구,4271000,20260202142155,매년1월신청,방문신청,농업기술센터 소득지원과/033-370-7869,,479,과수 전용 방제기(SS방제기) 지원,영월관내 거주 농업경영체,현물,,,Y,Y,Y,Y,Y,Y,Y,,,
